站点,水系,日期时间,水位,流量
三峡水库(出库),长江,28-06-2020 17:00:00,146.83,29700
丹江口水库(出库),汉江,28-06-2020 17:00:00,159.6,1380
宜昌,长江,28-06-2020 17:32:00,47.7,28700
寸滩,长江,28-06-2020 18:00:00,171.61,26300
武隆,乌江,28-06-2020 18:00:00,190.25,10900
宜昌,长江,28-06-2020 18:00:00,48,29200
沙市,长江,28-06-2020 18:00:00,39.09,24400
汉口,长江,28-06-2020 18:00:00,24.27,41500
九江,长江,28-06-2020 18:00:00,17.85,42600
大通,长江,28-06-2020 18:00:00,12.29,47000
城陵矶(七),洞庭湖,28-06-2020 18:00:00,30.63,17100
湖口,鄱阳湖,28-06-2020 18:00:00,17.27,4860
三峡水库(出库),长江,28-06-2020 18:00:00,146.81,30500
丹江口水库(出库),汉江,28-06-2020 18:00:00,159.6,1380
寸滩,长江,28-06-2020 19:00:00,171.64,26300
武隆,乌江,28-06-2020 19:00:00,190.2,10800
宜昌,长江,28-06-2020 19:00:00,48.32,30300
沙市,长江,28-06-2020 19:00:00,39.14,24600
汉口,长江,28-06-2020 19:00:00,24.28,41500
九江,长江,28-06-2020 19:00:00,17.86,42600
大通,长江,28-06-2020 19:00:00,12.31,46800
城陵矶(七),洞庭湖,28-06-2020 19:00:00,30.68,17200
湖口,鄱阳湖,28-06-2020 19:00:00,17.28,4880
三峡水库(出库),长江,28-06-2020 19:00:00,146.77,30300
丹江口水库(出库),汉江,28-06-2020 19:00:00,159.61,1380
宜昌,长江,28-06-2020 19:15:00,48.38,31800
寸滩,长江,28-06-2020 20:00:00,171.66,26400
武隆,乌江,28-06-2020 20:00:00,190.23,10900
宜昌,长江,28-06-2020 20:00:00,48.45,32100
沙市,长江,28-06-2020 20:00:00,39.18,24800
汉口,长江,28-06-2020 20:00:00,24.3,41600
九江,长江,28-06-2020 20:00:00,17.86,42600
大通,长江,28-06-2020 20:00:00,12.33,46700
城陵矶(七),洞庭湖,28-06-2020 20:00:00,30.68,17200
湖口,鄱阳湖,28-06-2020 20:00:00,17.28,4900
三峡水库,长江,28-06-2020 20:00:00,146.81,40000
三峡水库(出库),长江,28-06-2020 20:00:00,146.81,30200
丹江口水库,汉江,28-06-2020 20:00:00,159.62,2480
丹江口水库(出库),汉江,28-06-2020 20:00:00,159.62,1380
寸滩,长江,28-06-2020 21:00:00,171.63,26300
武隆,乌江,28-06-2020 21:00:00,190.12,10800
宜昌,长江,28-06-2020 21:00:00,48.5,32300
沙市,长江,28-06-2020 21:00:00,39.26,25300
汉口,长江,28-06-2020 21:00:00,24.31,41700
九江,长江,28-06-2020 21:00:00,17.86,42600
大通,长江,28-06-2020 21:00:00,12.34,46900
城陵矶(七),洞庭湖,28-06-2020 21:00:00,30.66,17100
湖口,鄱阳湖,28-06-2020 21:00:00,17.29,4920
三峡水库(出库),长江,28-06-2020 21:00:00,146.86,30200
丹江口水库(出库),汉江,28-06-2020 21:00:00,159.62,1370
寸滩,长江,28-06-2020 22:00:00,171.62,26000
武隆,乌江,28-06-2020 22:00:00,189.75,10500
宜昌,长江,28-06-2020 22:00:00,48.55,32500
沙市,长江,28-06-2020 22:00:00,39.35,25900
汉口,长江,28-06-2020 22:00:00,24.31,41700
九江,长江,28-06-2020 22:00:00,17.87,42600
大通,长江,28-06-2020 22:00:00,12.37,46800
城陵矶(七),洞庭湖,28-06-2020 22:00:00,30.66,17100
湖口,鄱阳湖,28-06-2020 22:00:00,17.3,4940
三峡水库(出库),长江,28-06-2020 22:00:00,146.88,30300
丹江口水库(出库),汉江,28-06-2020 22:00:00,159.62,1370
寸滩,长江,28-06-2020 23:00:00,171.56,25800
武隆,乌江,28-06-2020 23:00:00,189.36,10200
宜昌,长江,28-06-2020 23:00:00,48.62,32800
沙市,长江,28-06-2020 23:00:00,39.44,26400
汉口,长江,28-06-2020 23:00:00,24.32,41700
九江,长江,28-06-2020 23:00:00,17.88,42700
大通,长江,28-06-2020 23:00:00,12.37,47100
城陵矶(七),洞庭湖,28-06-2020 23:00:00,30.67,17200
湖口,鄱阳湖,28-06-2020 23:00:00,17.3,4970
三峡水库(出库),长江,28-06-2020 23:00:00,146.96,30200
丹江口水库(出库),汉江,28-06-2020 23:00:00,159.63,1370
寸滩,长江,29-06-2020 00:00:00,171.54,25800
武隆,乌江,29-06-2020 00:00:00,188.81,9850
宜昌,长江,29-06-2020 00:00:00,48.81,33500
沙市,长江,29-06-2020 00:00:00,39.53,26900
汉口,长江,29-06-2020 00:00:00,24.33,41800
九江,长江,29-06-2020 00:00:00,17.89,43000
大通,长江,29-06-2020 00:00:00,12.37,47300
城陵矶(七),洞庭湖,29-06-2020 00:00:00,30.7,17200
湖口,鄱阳湖,29-06-2020 00:00:00,17.33,4990
三峡水库(出库),长江,29-06-2020 00:00:00,147.01,30200
丹江口水库(出库),汉江,29-06-2020 00:00:00,159.63,1370
武隆,乌江,29-06-2020 00:32:00,188.65,9400
寸滩,长江,29-06-2020 01:00:00,171.52,25700
武隆,乌江,29-06-2020 01:00:00,188.5,9640
宜昌,长江,29-06-2020 01:00:00,48.88,33700
沙市,长江,29-06-2020 01:00:00,39.64,27300
汉口,长江,29-06-2020 01:00:00,24.35,41900
九江,长江,29-06-2020 01:00:00,17.89,43000
大通,长江,29-06-2020 01:00:00,12.38,47000
城陵矶(七),洞庭湖,29-06-2020 01:00:00,30.68,17200
湖口,鄱阳湖,29-06-2020 01:00:00,17.33,5010
三峡水库(出库),长江,29-06-2020 01:00:00,147.05,31000
丹江口水库(出库),汉江,29-06-2020 01:00:00,159.63,1460
寸滩,长江,29-06-2020 02:00:00,171.46,25600
武隆,乌江,29-06-2020 02:00:00,188.05,8730
宜昌,长江,29-06-2020 02:00:00,48.95,34000
沙市,长江,29-06-2020 02:00:00,39.72,27600
汉口,长江,29-06-2020 02:00:00,24.36,41900
九江,长江,29-06-2020 02:00:00,17.92,43100
大通,长江,29-06-2020 02:00:00,12.39,47000
城陵矶(七),洞庭湖,29-06-2020 02:00:00,30.65,17100
湖口,鄱阳湖,29-06-2020 02:00:00,17.33,5030
三峡水库,长江,29-06-2020 02:00:00,147.11,40000
三峡水库(出库),长江,29-06-2020 02:00:00,147.11,31000
丹江口水库,汉江,29-06-2020 02:00:00,159.63,1730
丹江口水库(出库),汉江,29-06-2020 02:00:00,159.63,1090
寸滩,长江,29-06-2020 03:00:00,171.4,25500
武隆,乌江,29-06-2020 03:00:00,187.86,8610
宜昌,长江,29-06-2020 03:00:00,49.03,34300
沙市,长江,29-06-2020 03:00:00,39.83,28100
汉口,长江,29-06-2020 03:00:00,24.38,42000
九江,长江,29-06-2020 03:00:00,17.92,43100
大通,长江,29-06-2020 03:00:00,12.38,47300
城陵矶(七),洞庭湖,29-06-2020 03:00:00,30.64,17100
湖口,鄱阳湖,29-06-2020 03:00:00,17.35,5050
三峡水库(出库),长江,29-06-2020 03:00:00,147.22,30900
丹江口水库(出库),汉江,29-06-2020 03:00:00,159.63,988
寸滩,长江,29-06-2020 04:00:00,171.36,25400
武隆,乌江,29-06-2020 04:00:00,187.73,8540
宜昌,长江,29-06-2020 04:00:00,49.13,34600
沙市,长江,29-06-2020 04:00:00,39.92,28500
汉口,长江,29-06-2020 04:00:00,24.39,42100
九江,长江,29-06-2020 04:00:00,17.93,43200
大通,长江,29-06-2020 04:00:00,12.39,47000
城陵矶(七),洞庭湖,29-06-2020 04:00:00,30.71,17200
湖口,鄱阳湖,29-06-2020 04:00:00,17.36,5080
三峡水库(出库),长江,29-06-2020 04:00:00,147.27,31200
丹江口水库(出库),汉江,29-06-2020 04:00:00,159.64,947
寸滩,长江,29-06-2020 05:00:00,171.27,25100
武隆,乌江,29-06-2020 05:00:00,187.63,8470
宜昌,长江,29-06-2020 05:00:00,49.18,34800
沙市,长江,29-06-2020 05:00:00,40,28700
汉口,长江,29-06-2020 05:00:00,24.41,42200
九江,长江,29-06-2020 05:00:00,17.94,43200
大通,长江,29-06-2020 05:00:00,12.39,47400
城陵矶(七),洞庭湖,29-06-2020 05:00:00,30.7,17200
湖口,鄱阳湖,29-06-2020 05:00:00,17.38,5100
三峡水库(出库),长江,29-06-2020 05:00:00,147.34,31100
丹江口水库(出库),汉江,29-06-2020 05:00:00,159.64,949
寸滩,长江,29-06-2020 06:00:00,171.21,25000
武隆,乌江,29-06-2020 06:00:00,187.56,8430
宜昌,长江,29-06-2020 06:00:00,49.18,34800
沙市,长江,29-06-2020 06:00:00,40.08,29100
汉口,长江,29-06-2020 06:00:00,24.44,42300
九江,长江,29-06-2020 06:00:00,17.94,43200
大通,长江,29-06-2020 06:00:00,12.4,47300
城陵矶(七),洞庭湖,29-06-2020 06:00:00,30.71,17200
湖口,鄱阳湖,29-06-2020 06:00:00,17.38,5120
三峡水库(出库),长江,29-06-2020 06:00:00,147.44,30700
丹江口水库(出库),汉江,29-06-2020 06:00:00,159.64,945
寸滩,长江,29-06-2020 07:00:00,171.04,24600
武隆,乌江,29-06-2020 07:00:00,187.39,8330
宜昌,长江,29-06-2020 07:00:00,49.28,35100
沙市,长江,29-06-2020 07:00:00,40.15,29400
汉口,长江,29-06-2020 07:00:00,24.46,42400
九江,长江,29-06-2020 07:00:00,17.96,43300
大通,长江,29-06-2020 07:00:00,12.41,47300
城陵矶(七),洞庭湖,29-06-2020 07:00:00,30.75,17200
湖口,鄱阳湖,29-06-2020 07:00:00,17.38,5140
三峡水库(出库),长江,29-06-2020 07:00:00,147.51,30600
丹江口水库(出库),汉江,29-06-2020 07:00:00,159.65,948
寸滩,长江,29-06-2020 08:00:00,170.93,24300
武隆,乌江,29-06-2020 08:00:00,187.35,8300
宜昌,长江,29-06-2020 08:00:00,49.32,35200
沙市,长江,29-06-2020 08:00:00,40.24,30000
汉口,长江,29-06-2020 08:00:00,24.48,42500
九江,长江,29-06-2020 08:00:00,17.95,43300
大通,长江,29-06-2020 08:00:00,12.42,47400
城陵矶(七),洞庭湖,29-06-2020 08:00:00,30.75,16700
湖口,鄱阳湖,29-06-2020 08:00:00,17.4,5160
三峡水库,长江,29-06-2020 08:00:00,147.44,39000
三峡水库(出库),长江,29-06-2020 08:00:00,147.44,34400
丹江口水库,汉江,29-06-2020 08:00:00,159.65,1760
丹江口水库(出库),汉江,29-06-2020 08:00:00,159.65,1300
寸滩,长江,29-06-2020 09:00:00,170.83,24100
武隆,乌江,29-06-2020 09:00:00,186.92,8040
宜昌,长江,29-06-2020 09:00:00,49.75,36600
沙市,长江,29-06-2020 09:00:00,40.3,30100
汉口,长江,29-06-2020 09:00:00,24.51,42700
九江,长江,29-06-2020 09:00:00,17.98,43400
大通,长江,29-06-2020 09:00:00,12.44,47100
城陵矶(七),洞庭湖,29-06-2020 09:00:00,30.77,16600
湖口,鄱阳湖,29-06-2020 09:00:00,17.4,5190
三峡水库(出库),长江,29-06-2020 09:00:00,147.45,34400
丹江口水库(出库),汉江,29-06-2020 09:00:00,159.66,1370
寸滩,长江,29-06-2020 10:00:00,170.77,24000
武隆,乌江,29-06-2020 10:00:00,185.92,7430
宜昌,长江,29-06-2020 10:00:00,49.95,36900
沙市,长江,29-06-2020 10:00:00,40.37,30400
汉口,长江,29-06-2020 10:00:00,24.53,42800
九江,长江,29-06-2020 10:00:00,17.99,43500
大通,长江,29-06-2020 10:00:00,12.45,47500
城陵矶(七),洞庭湖,29-06-2020 10:00:00,30.71,16800
湖口,鄱阳湖,29-06-2020 10:00:00,17.4,5210
三峡水库(出库),长江,29-06-2020 10:00:00,147.43,34300
丹江口水库(出库),汉江,29-06-2020 10:00:00,159.66,1380
寸滩,长江,29-06-2020 11:00:00,170.69,23800
武隆,乌江,29-06-2020 11:00:00,184.61,6650
宜昌,长江,29-06-2020 11:00:00,49.86,36600
沙市,长江,29-06-2020 11:00:00,40.42,30500
汉口,长江,29-06-2020 11:00:00,24.56,42900
九江,长江,29-06-2020 11:00:00,18,43500
大通,长江,29-06-2020 11:00:00,12.47,47300
城陵矶(七),洞庭湖,29-06-2020 11:00:00,30.76,16600
湖口,鄱阳湖,29-06-2020 11:00:00,17.41,5230
三峡水库(出库),长江,29-06-2020 11:00:00,147.44,34300
丹江口水库(出库),汉江,29-06-2020 11:00:00,159.66,1600
寸滩,长江,29-06-2020 12:00:00,170.66,23700
武隆,乌江,29-06-2020 12:00:00,183.75,6170
宜昌,长江,29-06-2020 12:00:00,49.92,36800
沙市,长江,29-06-2020 12:00:00,40.49,30800
汉口,长江,29-06-2020 12:00:00,24.58,43000
九江,长江,29-06-2020 12:00:00,18.02,43700
大通,长江,29-06-2020 12:00:00,12.48,47200
城陵矶(七),洞庭湖,29-06-2020 12:00:00,30.79,15000
湖口,鄱阳湖,29-06-2020 12:00:00,17.43,5250
三峡水库(出库),长江,29-06-2020 12:00:00,147.45,34300
丹江口水库(出库),汉江,29-06-2020 12:00:00,159.66,1620
寸滩,长江,29-06-2020 13:00:00,170.59,22900
武隆,乌江,29-06-2020 13:00:00,183.23,5890
宜昌,长江,29-06-2020 13:00:00,49.98,36900
沙市,长江,29-06-2020 13:00:00,40.57,31400
汉口,长江,29-06-2020 13:00:00,24.61,43200
九江,长江,29-06-2020 13:00:00,18.02,43700
大通,长江,29-06-2020 13:00:00,12.49,47300
城陵矶(七),洞庭湖,29-06-2020 13:00:00,30.81,15000
湖口,鄱阳湖,29-06-2020 13:00:00,17.45,5270
三峡水库(出库),长江,29-06-2020 13:00:00,147.44,34400
丹江口水库(出库),汉江,29-06-2020 13:00:00,159.67,1640
寸滩,长江,29-06-2020 14:00:00,170.49,22400
武隆,乌江,29-06-2020 14:00:00,182.73,5630
宜昌,长江,29-06-2020 14:00:00,50.09,37300
沙市,长江,29-06-2020 14:00:00,40.64,31700
汉口,长江,29-06-2020 14:00:00,24.64,43300
九江,长江,29-06-2020 14:00:00,18.03,43700
大通,长江,29-06-2020 14:00:00,12.49,47800
城陵矶(七),洞庭湖,29-06-2020 14:00:00,30.87,15000
湖口,鄱阳湖,29-06-2020 14:00:00,17.45,5290
三峡水库,长江,29-06-2020 14:00:00,147.47,37000
三峡水库(出库),长江,29-06-2020 14:00:00,147.47,34400
丹江口水库,汉江,29-06-2020 14:00:00,159.67,2270
丹江口水库(出库),汉江,29-06-2020 14:00:00,159.67,1560
宜昌,长江,29-06-2020 14:36:00,50.14,33500
寸滩,长江,29-06-2020 15:00:00,170.42,22200
武隆,乌江,29-06-2020 15:00:00,182.03,5280
宜昌,长江,29-06-2020 15:00:00,50.18,37500
沙市,长江,29-06-2020 15:00:00,40.69,31800
汉口,长江,29-06-2020 15:00:00,24.66,43400
九江,长江,29-06-2020 15:00:00,18.05,43700
大通,长江,29-06-2020 15:00:00,12.51,47900
城陵矶(七),洞庭湖,29-06-2020 15:00:00,30.79,15000
湖口,鄱阳湖,29-06-2020 15:00:00,17.45,5320
三峡水库(出库),长江,29-06-2020 15:00:00,147.48,34300
丹江口水库(出库),汉江,29-06-2020 15:00:00,159.67,1520
寸滩,长江,29-06-2020 16:00:00,170.33,22000
武隆,乌江,29-06-2020 16:00:00,181.64,5090
宜昌,长江,29-06-2020 16:00:00,50.15,37500
沙市,长江,29-06-2020 16:00:00,40.73,31900
汉口,长江,29-06-2020 16:00:00,24.69,43500
九江,长江,29-06-2020 16:00:00,18.05,43700
大通,长江,29-06-2020 16:00:00,12.52,47800
城陵矶(七),洞庭湖,29-06-2020 16:00:00,30.82,15000
湖口,鄱阳湖,29-06-2020 16:00:00,17.45,5340
三峡水库(出库),长江,29-06-2020 16:00:00,147.53,34200
丹江口水库(出库),汉江,29-06-2020 16:00:00,159.68,1610
寸滩,长江,29-06-2020 17:00:00,170.25,21800
武隆,乌江,29-06-2020 17:00:00,181.17,4870
宜昌,长江,29-06-2020 17:00:00,50.1,37300
沙市,长江,29-06-2020 17:00:00,40.78,32200
汉口,长江,29-06-2020 17:00:00,24.72,43700
九江,长江,29-06-2020 17:00:00,18.05,43700
大通,长江,29-06-2020 17:00:00,12.52,48200
城陵矶(七),洞庭湖,29-06-2020 17:00:00,30.85,15000
湖口,鄱阳湖,29-06-2020 17:00:00,17.46,5360
三峡水库(出库),长江,29-06-2020 17:00:00,147.57,34200
丹江口水库(出库),汉江,29-06-2020 17:00:00,159.68,1610
寸滩,长江,29-06-2020 18:00:00,170.14,21500
武隆,乌江,29-06-2020 18:00:00,180.48,4560
宜昌,长江,29-06-2020 18:00:00,50.17,37500
沙市,长江,29-06-2020 18:00:00,40.8,32200
汉口,长江,29-06-2020 18:00:00,24.75,43800
城陵矶(七),洞庭湖,29-06-2020 18:00:00,30.9,15000
三峡水库(出库),长江,29-06-2020 18:00:00,147.58,34100
丹江口水库(出库),汉江,29-06-2020 18:00:00,159.68,1620
寸滩,长江,29-06-2020 19:00:00,170.07,21300
武隆,乌江,29-06-2020 19:00:00,180.26,4460
宜昌,长江,29-06-2020 19:00:00,50.07,37200
沙市,长江,29-06-2020 19:00:00,40.84,32200
汉口,长江,29-06-2020 19:00:00,24.76,43900
九江,长江,29-06-2020 19:00:00,18.06,43700
大通,长江,29-06-2020 19:00:00,12.55,48300
城陵矶(七),洞庭湖,29-06-2020 19:00:00,30.93,14900
湖口,鄱阳湖,29-06-2020 18:00:00,17.47,5380
三峡水库(出库),长江,29-06-2020 19:00:00,147.6,34100
丹江口水库(出库),汉江,29-06-2020 19:00:00,159.68,1630
寸滩,长江,29-06-2020 20:00:00,170,21100
武隆,乌江,29-06-2020 20:00:00,180.1,4390
宜昌,长江,29-06-2020 20:00:00,50.12,37400
沙市,长江,29-06-2020 20:00:00,40.88,32400
汉口,长江,29-06-2020 20:00:00,24.79,44000
九江,长江,29-06-2020 20:00:00,18.1,43900
大通,长江,29-06-2020 20:00:00,12.57,48000
城陵矶(七),洞庭湖,29-06-2020 20:00:00,30.86,15000
湖口,鄱阳湖,29-06-2020 20:00:00,17.49,5430
三峡水库,长江,29-06-2020 20:00:00,147.6,33000
三峡水库(出库),长江,29-06-2020 20:00:00,147.6,34000
丹江口水库,汉江,29-06-2020 20:00:00,159.68,1890
丹江口水库(出库),汉江,29-06-2020 20:00:00,159.68,1610
寸滩,长江,29-06-2020 21:00:00,169.9,20900
武隆,乌江,29-06-2020 21:00:00,179.98,4330
宜昌,长江,29-06-2020 21:00:00,49.98,36900
沙市,长江,29-06-2020 21:00:00,40.89,32400
九江,长江,29-06-2020 21:00:00,18.08,43800
大通,长江,29-06-2020 21:00:00,12.59,48000
城陵矶(七),洞庭湖,29-06-2020 21:00:00,30.91,15000
湖口,鄱阳湖,29-06-2020 21:00:00,17.5,5450
三峡水库(出库),长江,29-06-2020 21:00:00,147.63,34000
丹江口水库(出库),汉江,29-06-2020 21:00:00,159.68,1620
寸滩,长江,29-06-2020 22:00:00,169.88,20800
武隆,乌江,29-06-2020 22:00:00,179.95,4320
宜昌,长江,29-06-2020 22:00:00,49.98,36900
沙市,长江,29-06-2020 22:00:00,40.92,32400
汉口,长江,29-06-2020 22:00:00,24.84,44300
九江,长江,29-06-2020 22:00:00,18.1,43900
大通,长江,29-06-2020 22:00:00,12.6,48200
城陵矶(七),洞庭湖,29-06-2020 22:00:00,30.92,14900
湖口,鄱阳湖,29-06-2020 22:00:00,17.5,5470
三峡水库(出库),长江,29-06-2020 22:00:00,147.66,34000
丹江口水库(出库),汉江,29-06-2020 22:00:00,159.69,1600
寸滩,长江,29-06-2020 23:00:00,169.8,20700
武隆,乌江,29-06-2020 23:00:00,179.95,4320
宜昌,长江,29-06-2020 23:00:00,50.07,37200
沙市,长江,29-06-2020 23:00:00,40.93,32400
汉口,长江,29-06-2020 23:00:00,24.86,44400
九江,长江,29-06-2020 23:00:00,18.11,44000
大通,长江,29-06-2020 23:00:00,12.61,47700
城陵矶(七),洞庭湖,29-06-2020 23:00:00,30.95,14900
湖口,鄱阳湖,29-06-2020 23:00:00,17.51,5490
三峡水库(出库),长江,29-06-2020 23:00:00,147.65,34200
丹江口水库(出库),汉江,29-06-2020 23:00:00,159.69,1610
寸滩,长江,30-06-2020 00:00:00,169.78,20600
武隆,乌江,30-06-2020 00:00:00,179.89,4290
宜昌,长江,30-06-2020 00:00:00,50.1,37300
沙市,长江,30-06-2020 00:00:00,40.95,32300
汉口,长江,30-06-2020 00:00:00,24.89,44500
九江,长江,30-06-2020 00:00:00,18.12,44000
大通,长江,30-06-2020 00:00:00,12.61,48400
城陵矶(七),洞庭湖,30-06-2020 00:00:00,30.94,14900
湖口,鄱阳湖,30-06-2020 00:00:00,17.51,5510
三峡水库(出库),长江,30-06-2020 00:00:00,147.68,34200
丹江口水库(出库),汉江,30-06-2020 00:00:00,159.7,1340
寸滩,长江,30-06-2020 01:00:00,169.72,20500
武隆,乌江,30-06-2020 01:00:00,179.61,4160
宜昌,长江,30-06-2020 01:00:00,50.07,37200
沙市,长江,30-06-2020 01:00:00,40.94,32200
汉口,长江,30-06-2020 01:00:00,24.9,44600
九江,长江,30-06-2020 01:00:00,18.13,44100
大通,长江,30-06-2020 01:00:00,12.62,48300
城陵矶(七),洞庭湖,30-06-2020 01:00:00,30.94,14900
湖口,鄱阳湖,30-06-2020 01:00:00,17.53,5540
三峡水库(出库),长江,30-06-2020 01:00:00,147.64,35100
丹江口水库(出库),汉江,30-06-2020 01:00:00,159.7,1350
寸滩,长江,30-06-2020 02:00:00,169.69,20400
武隆,乌江,30-06-2020 02:00:00,179.52,4120
宜昌,长江,30-06-2020 02:00:00,50.1,37300
沙市,长江,30-06-2020 02:00:00,40.94,32200
汉口,长江,30-06-2020 02:00:00,24.92,44700
九江,长江,30-06-2020 02:00:00,18.13,44100
大通,长江,30-06-2020 02:00:00,12.63,48200
城陵矶(七),洞庭湖,30-06-2020 02:00:00,31.01,14900
湖口,鄱阳湖,30-06-2020 02:00:00,17.55,5560
三峡水库,长江,30-06-2020 02:00:00,147.62,32000
三峡水库(出库),长江,30-06-2020 02:00:00,147.62,35100
丹江口水库,汉江,30-06-2020 02:00:00,159.71,2580
丹江口水库(出库),汉江,30-06-2020 02:00:00,159.71,986
寸滩,长江,30-06-2020 03:00:00,169.65,20400
武隆,乌江,30-06-2020 03:00:00,179.57,4150
宜昌,长江,30-06-2020 03:00:00,50.13,37400
沙市,长江,30-06-2020 03:00:00,40.97,32400
汉口,长江,30-06-2020 03:00:00,24.94,44800
九江,长江,30-06-2020 03:00:00,18.15,44200
大通,长江,30-06-2020 03:00:00,12.63,48500
城陵矶(七),洞庭湖,30-06-2020 03:00:00,31,14900
湖口,鄱阳湖,30-06-2020 03:00:00,17.57,5580
三峡水库(出库),长江,30-06-2020 03:00:00,147.63,35100
丹江口水库(出库),汉江,30-06-2020 03:00:00,159.71,975
寸滩,长江,30-06-2020 04:00:00,169.59,20200
武隆,乌江,30-06-2020 04:00:00,179.46,4100
宜昌,长江,30-06-2020 04:00:00,50.16,37500
沙市,长江,30-06-2020 04:00:00,40.97,32300
汉口,长江,30-06-2020 04:00:00,24.96,44900
九江,长江,30-06-2020 04:00:00,18.17,44300
大通,长江,30-06-2020 04:00:00,12.63,48400
城陵矶(七),洞庭湖,30-06-2020 04:00:00,30.98,14900
湖口,鄱阳湖,30-06-2020 04:00:00,17.57,5600
三峡水库(出库),长江,30-06-2020 04:00:00,147.6,35100
丹江口水库(出库),汉江,30-06-2020 04:00:00,159.72,973
寸滩,长江,30-06-2020 05:00:00,169.58,20200
武隆,乌江,30-06-2020 05:00:00,179.37,4060
宜昌,长江,30-06-2020 05:00:00,50.19,37600
沙市,长江,30-06-2020 05:00:00,40.99,32500
汉口,长江,30-06-2020 05:00:00,24.97,44900
九江,长江,30-06-2020 05:00:00,18.18,44300
大通,长江,30-06-2020 05:00:00,12.63,48500
城陵矶(七),洞庭湖,30-06-2020 05:00:00,31.01,14900
湖口,鄱阳湖,30-06-2020 05:00:00,17.58,5620
三峡水库(出库),长江,30-06-2020 05:00:00,147.58,35100
丹江口水库(出库),汉江,30-06-2020 05:00:00,159.72,975
寸滩,长江,30-06-2020 06:00:00,169.53,20100
武隆,乌江,30-06-2020 06:00:00,179.32,4030
宜昌,长江,30-06-2020 06:00:00,50.22,37700
沙市,长江,30-06-2020 06:00:00,40.98,32300
汉口,长江,30-06-2020 06:00:00,24.98,45000
九江,长江,30-06-2020 06:00:00,18.17,44300
大通,长江,30-06-2020 06:00:00,12.64,48800
城陵矶(七),洞庭湖,30-06-2020 06:00:00,31.08,14800
湖口,鄱阳湖,30-06-2020 06:00:00,17.59,5640
三峡水库(出库),长江,30-06-2020 06:00:00,147.54,35100
丹江口水库(出库),汉江,30-06-2020 06:00:00,159.72,973
寸滩,长江,30-06-2020 07:00:00,169.49,20000
武隆,乌江,30-06-2020 07:00:00,179.46,4100
宜昌,长江,30-06-2020 07:00:00,50.19,37600
沙市,长江,30-06-2020 07:00:00,40.99,32300
汉口,长江,30-06-2020 07:00:00,25,45100
九江,长江,30-06-2020 07:00:00,18.19,44400
大通,长江,30-06-2020 07:00:00,12.64,48800
城陵矶(七),洞庭湖,30-06-2020 07:00:00,31.09,14800
湖口,鄱阳湖,30-06-2020 07:00:00,17.59,5670
三峡水库(出库),长江,30-06-2020 07:00:00,147.54,35100
丹江口水库(出库),汉江,30-06-2020 07:00:00,159.73,1190
寸滩,长江,30-06-2020 08:00:00,169.45,19900
武隆,乌江,30-06-2020 08:00:00,179.56,4140
宜昌,长江,30-06-2020 08:00:00,50.13,37400
沙市,长江,30-06-2020 08:00:00,41.02,32400
九江,长江,30-06-2020 08:00:00,18.2,44400
大通,长江,30-06-2020 08:00:00,12.64,49100
城陵矶(七),洞庭湖,30-06-2020 08:00:00,31.05,14800
湖口,鄱阳湖,30-06-2020 08:00:00,17.6,5690
三峡水库,长江,30-06-2020 08:00:00,147.5,30000
三峡水库(出库),长江,30-06-2020 08:00:00,147.5,35200
丹江口水库,汉江,30-06-2020 08:00:00,159.74,2170
丹江口水库(出库),汉江,30-06-2020 08:00:00,159.74,1010
汉口,长江,30-06-2020 08:00:00,25.03,45300
寸滩,长江,30-06-2020 09:00:00,169.45,19900
武隆,乌江,30-06-2020 09:00:00,179.63,4170
宜昌,长江,30-06-2020 09:00:00,50.15,37500
沙市,长江,30-06-2020 09:00:00,41.04,32600
汉口,长江,30-06-2020 09:00:00,25.03,45300
九江,长江,30-06-2020 09:00:00,18.21,44500
大通,长江,30-06-2020 09:00:00,12.66,48700
城陵矶(七),洞庭湖,30-06-2020 09:00:00,31.09,14800
湖口,鄱阳湖,30-06-2020 09:00:00,17.62,5710
三峡水库(出库),长江,30-06-2020 09:00:00,147.46,35300
丹江口水库(出库),汉江,30-06-2020 09:00:00,159.74,994
寸滩,长江,30-06-2020 10:00:00,169.42,19900
武隆,乌江,30-06-2020 10:00:00,179.8,4250
宜昌,长江,30-06-2020 10:00:00,50.15,37500
沙市,长江,30-06-2020 10:00:00,41.03,32500
汉口,长江,30-06-2020 10:00:00,25.05,45300
九江,长江,30-06-2020 10:00:00,18.21,44500
大通,长江,30-06-2020 10:00:00,12.66,49000
城陵矶(七),洞庭湖,30-06-2020 10:00:00,31.12,14800
湖口,鄱阳湖,30-06-2020 10:00:00,17.63,5730
三峡水库(出库),长江,30-06-2020 10:00:00,147.41,35500
丹江口水库(出库),汉江,30-06-2020 10:00:00,159.75,991
寸滩,长江,30-06-2020 11:00:00,169.45,20600
武隆,乌江,30-06-2020 11:00:00,180.24,4450
宜昌,长江,30-06-2020 11:00:00,50.2,37600
沙市,长江,30-06-2020 11:00:00,41.04,32400
汉口,长江,30-06-2020 11:00:00,25.08,45500
九江,长江,30-06-2020 11:00:00,18.22,44500
大通,长江,30-06-2020 11:00:00,12.67,48900
城陵矶(七),洞庭湖,30-06-2020 11:00:00,31.16,14700
湖口,鄱阳湖,30-06-2020 11:00:00,17.64,356
